new_id,split,crop_name,source_image_id,source_transition,scale_factor,crop_width,crop_height,refined_width,refined_height,texture_a,texture_b,image_name,label_a_name,label_b_name,valid_fraction,overlap_fraction,void_fraction
120,training,training_ADE_train_00007645_t0_crop3,training_ADE_train_00007645,training_ADE_train_00007645_t0,2,158,256,316,512,dry grassy field with sparse vegetation,wet reflective river surface,120.png,120.png,120.png,1.0,0.0,0.0
121,training,training_ADE_train_00007645_t0_crop4,training_ADE_train_00007645,training_ADE_train_00007645_t0,2,100,132,200,264,dry grassy field with sparse vegetation,wet reflective river surface,121.png,121.png,121.png,1.0,0.0,0.0
122,training,training_ADE_train_00007645_t1_crop0,training_ADE_train_00007645,training_ADE_train_00007645_t1,2,256,108,512,216,bare shrubbery with brown branches,wet reflective river surface,122.png,122.png,122.png,1.0,0.0,0.0
123,training,training_ADE_train_00007645_t1_crop1,training_ADE_train_00007645,training_ADE_train_00007645_t1,2,256,85,512,170,bare shrubbery with brown branches,wet reflective river surface,123.png,123.png,123.png,1.0,0.0,0.0
124,training,training_ADE_train_00007646_t0_crop0,training_ADE_train_00007646,training_ADE_train_00007646_t0,2,252,148,504,296,muddy brown water with turbulent flow,dark wet soil with sparse vegetation,124.png,124.png,124.png,1.0,0.0,0.0
125,training,training_ADE_train_00007647_t0_crop0,training_ADE_train_00007647,training_ADE_train_00007647_t0,1,324,372,324,372,dense green grass with scattered shadows,smooth wet sandy ground with ripples,125.png,125.png,125.png,0.9766942121332802,0.0,0.023305787866719767
126,training,training_ADE_train_00007647_t1_crop0,training_ADE_train_00007647,training_ADE_train_00007647_t1,2,103,112,206,224,dense green grass with scattered shadows,rough mossy rock with dark patches,126.png,126.png,126.png,1.0,0.0,0.0
127,training,training_ADE_train_00007647_t1_crop1,training_ADE_train_00007647,training_ADE_train_00007647_t1,2,256,75,512,150,dense green grass with scattered shadows,rough mossy rock with dark patches,127.png,127.png,127.png,1.0,0.0,0.0
128,training,training_ADE_train_00007651_t0_crop0,training_ADE_train_00007651,training_ADE_train_00007651_t0,1,373,465,373,465,smooth dark water with gentle ripples,wet sandy beach with fine granular texture,128.png,128.png,128.png,0.9827265127273775,0.0,0.017273487272622446
129,training,training_ADE_train_00007651_t2_crop0,training_ADE_train_00007651,training_ADE_train_00007651_t2,2,115,64,230,128,dry light beige sand with scattered footprints,sparse green vegetation on sandy slope,129.png,129.png,129.png,1.0,0.0,0.0
130,training,training_ADE_train_00007651_t2_crop1,training_ADE_train_00007651,training_ADE_train_00007651_t2,2,113,64,226,128,dry light beige sand with scattered footprints,sparse green vegetation on sandy slope,130.png,130.png,130.png,1.0,0.0,0.0
131,training,training_ADE_train_00007651_t2_crop2,training_ADE_train_00007651,training_ADE_train_00007651_t2,2,124,256,248,512,dry light beige sand with scattered footprints,sparse green vegetation on sandy slope,131.png,131.png,131.png,1.0,0.0,0.0
132,training,training_ADE_train_00007687_t0_crop0,training_ADE_train_00007687,training_ADE_train_00007687_t0,1,683,304,683,304,dense green grass with scattered shadows,gravel path with worn uneven surface,132.png,132.png,132.png,0.9674279494490252,0.0006742698620636511,0.03189778068891115
133,training,training_ADE_train_00007687_t0_crop1,training_ADE_train_00007687,training_ADE_train_00007687_t0,2,64,256,128,512,dense green grass with scattered shadows,gravel path with worn uneven surface,133.png,133.png,133.png,1.0,0.0,0.0
134,training,training_ADE_train_00007690_t0_crop0,training_ADE_train_00007690,training_ADE_train_00007690_t0,1,220,212,220,212,dense green grass with scattered shadows,dark green coniferous trees with dense foliage,134.png,134.png,134.png,0.9879073756432247,0.0,0.0120926243567753
135,training,training_ADE_train_00007690_t0_crop1,training_ADE_train_00007690,training_ADE_train_00007690_t0,2,129,256,258,512,dense green grass with scattered shadows,dark green coniferous trees with dense foliage,135.png,135.png,135.png,1.0,0.0,0.0
136,training,training_ADE_train_00007691_t0_crop0,training_ADE_train_00007691,training_ADE_train_00007691_t0,1,683,402,683,402,dense green grass with scattered shadows,dappled sunlight on grass with tree shadows,136.png,136.png,136.png,0.9642053276807762,5.0989561708296e-05,0.0357436827575155
137,training,training_ADE_train_00007693_t0_crop0,training_ADE_train_00007693,training_ADE_train_00007693_t0,1,525,341,525,341,dense green grass with scattered shadows,fine sandy substrate with granular particles,137.png,137.png,137.png,0.9644854070660522,4.4686496299399525e-05,0.03546990643764837
138,training,training_ADE_train_00007693_t1_crop0,training_ADE_train_00007693,training_ADE_train_00007693_t1,2,123,64,246,128,dense green grass with scattered shadows,rough weathered stone with visible cracks,138.png,138.png,138.png,1.0,0.0,0.0
139,training,training_ADE_train_00007693_t1_crop1,training_ADE_train_00007693,training_ADE_train_00007693_t1,1,726,305,726,305,dense green grass with scattered shadows,rough weathered stone with visible cracks,139.png,139.png,139.png,0.9668337623628235,0.00014451519667615047,0.03302172244050038
140,training,training_ADE_train_00007698_t1_crop0,training_ADE_train_00007698,training_ADE_train_00007698_t1,2,256,176,512,352,dense green grass with scattered shadows,calm blue water surface with gentle ripples,140.png,140.png,140.png,1.0,0.0,0.0
141,training,training_ADE_train_00007700_t0_crop0,training_ADE_train_00007700,training_ADE_train_00007700_t0,2,151,64,302,128,dense green grass with scattered shadows,smooth dark water surface with ripples,141.png,141.png,141.png,1.0,0.0,0.0
142,training,training_ADE_train_00007700_t0_crop1,training_ADE_train_00007700,training_ADE_train_00007700_t0,2,256,167,512,334,dense green grass with scattered shadows,smooth dark water surface with ripples,142.png,142.png,142.png,1.0,0.0,0.0
143,training,training_ADE_train_00007701_t1_crop0,training_ADE_train_00007701,training_ADE_train_00007701_t1,2,193,256,386,512,dense green grass with scattered shadows,smooth wet sandy ground with ripples,143.png,143.png,143.png,1.0,0.0,0.0
144,training,training_ADE_train_00007785_t0_crop0,training_ADE_train_00007785,training_ADE_train_00007785_t0,2,256,167,512,334,dense green grass with scattered shadows,bright yellow flowering plants with dense blooms,144.png,144.png,144.png,1.0,0.0,0.0
145,training,training_ADE_train_00007785_t1_crop0,training_ADE_train_00007785,training_ADE_train_00007785_t1,2,138,144,276,288,bright yellow flowering plants with dense blooms,dark green dense foliage with varied leaf shapes,145.png,145.png,145.png,1.0,0.0,0.0
146,training,training_ADE_train_00007794_t0_crop0,training_ADE_train_00007794,training_ADE_train_00007794_t0,2,217,64,434,128,dense purple lavender with fine spike clusters,lush green shrubbery with varied leaf shapes,146.png,146.png,146.png,1.0,0.0,0.0
147,training,training_ADE_train_00007800_t0_crop0,training_ADE_train_00007800,training_ADE_train_00007800_t0,2,256,120,512,240,dense yellow sunflower field with broad petals,dry golden grass with sparse blades,147.png,147.png,147.png,1.0,0.0,0.0
148,training,training_ADE_train_00007800_t2_crop0,training_ADE_train_00007800,training_ADE_train_00007800_t2,2,68,139,136,278,distant rolling hillside with scattered trees,clear blue sky with no clouds,148.png,148.png,148.png,1.0,0.0,0.0
149,training,training_ADE_train_00007803_t0_crop0,training_ADE_train_00007803,training_ADE_train_00007803_t0,2,256,164,512,328,dense green grass with scattered shadows,smooth wet sandy ground with ripples,149.png,149.png,149.png,1.0,0.0,0.0
150,training,training_ADE_train_00007806_t0_crop0,training_ADE_train_00007806,training_ADE_train_00007806_t0,2,111,64,222,128,dense green grass with scattered shadows,distant tree line with varied leaf textures,150.png,150.png,150.png,1.0,0.0,0.0
151,training,training_ADE_train_00007806_t0_crop1,training_ADE_train_00007806,training_ADE_train_00007806_t0,2,100,64,200,128,dense green grass with scattered shadows,distant tree line with varied leaf textures,151.png,151.png,151.png,1.0,0.0,0.0
152,training,training_ADE_train_00007820_t1_crop0,training_ADE_train_00007820,training_ADE_train_00007820_t1,2,142,112,284,224,weathered wooden log with rough bark,distant dry grassland with sparse trees,152.png,152.png,152.png,1.0,0.0,0.0
153,training,training_ADE_train_00007828_t1_crop0,training_ADE_train_00007828,training_ADE_train_00007828_t1,2,256,93,512,186,dark green coniferous forest with dense canopy,distant hazy mountain range with soft ridges,153.png,153.png,153.png,1.0,0.0,0.0
154,training,training_ADE_train_00007834_t0_crop0,training_ADE_train_00007834,training_ADE_train_00007834_t0,2,151,104,302,208,dense green grass with scattered shadows,trees with autumn foliage in mixed hues,154.png,154.png,154.png,1.0,0.0,0.0
155,training,training_ADE_train_00007834_t0_crop1,training_ADE_train_00007834,training_ADE_train_00007834_t0,2,80,191,160,382,dense green grass with scattered shadows,trees with autumn foliage in mixed hues,155.png,155.png,155.png,1.0,0.0,0.0
156,training,training_ADE_train_00007854_t0_crop0,training_ADE_train_00007854,training_ADE_train_00007854_t0,2,148,182,296,364,gray asphalt road with yellow dashed lines,green grassy field with scattered shadows,156.png,156.png,156.png,1.0,0.0,0.0
157,training,training_ADE_train_00007854_t1_crop0,training_ADE_train_00007854,training_ADE_train_00007854_t1,2,160,182,320,364,gray asphalt road with yellow dashed lines,distant flat grassy plain under overcast sky,157.png,157.png,157.png,1.0,0.0,0.0
158,training,training_ADE_train_00007855_t0_crop0,training_ADE_train_00007855,training_ADE_train_00007855_t0,2,185,164,370,328,dense green grass with scattered shadows,smooth dark water surface with gentle ripples,158.png,158.png,158.png,1.0,0.0,0.0
159,training,training_ADE_train_00007855_t2_crop0,training_ADE_train_00007855,training_ADE_train_00007855_t2,2,146,85,292,170,damp muddy bank with sparse vegetation,dense green grass with scattered shadows,159.png,159.png,159.png,1.0,0.0,0.0
160,training,training_ADE_train_00007857_t0_crop0,training_ADE_train_00007857,training_ADE_train_00007857_t0,2,216,157,432,314,smooth dark asphalt with tire marks,dry golden wheat field with tall stalks,160.png,160.png,160.png,1.0,0.0,0.0
161,training,training_ADE_train_00007857_t2_crop0,training_ADE_train_00007857,training_ADE_train_00007857_t2,2,94,120,188,240,green grassy verge with wildflowers,smooth dark asphalt with tire marks,161.png,161.png,161.png,1.0,0.0,0.0
162,training,training_ADE_train_00007905_t0_crop0,training_ADE_train_00007905,training_ADE_train_00007905_t0,1,444,339,444,339,dense green grass with scattered shadows,smooth wet sandy ground with ripples,162.png,162.png,162.png,0.9510816125860374,3.98628717212788e-05,0.048878524542241356
163,training,training_ADE_train_00007905_t0_crop1,training_ADE_train_00007905,training_ADE_train_00007905_t0,2,169,256,338,512,dense green grass with scattered shadows,smooth wet sandy ground with ripples,163.png,163.png,163.png,1.0,0.0,0.0
164,training,training_ADE_train_00007913_t0_crop0,training_ADE_train_00007913,training_ADE_train_00007913_t0,2,149,85,298,170,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,164.png,164.png,164.png,1.0,0.0,0.0
165,training,training_ADE_train_00007913_t0_crop1,training_ADE_train_00007913,training_ADE_train_00007913_t0,2,188,82,376,164,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,165.png,165.png,165.png,1.0,0.0,0.0
166,training,training_ADE_train_00007913_t0_crop2,training_ADE_train_00007913,training_ADE_train_00007913_t0,2,256,137,512,274,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,166.png,166.png,166.png,1.0,0.0,0.0
167,training,training_ADE_train_00007913_t0_crop3,training_ADE_train_00007913,training_ADE_train_00007913_t0,2,119,179,238,358,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,167.png,167.png,167.png,1.0,0.0,0.0
168,training,training_ADE_train_00007913_t0_crop4,training_ADE_train_00007913,training_ADE_train_00007913_t0,2,164,132,328,264,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,168.png,168.png,168.png,1.0,0.0,0.0
169,training,training_ADE_train_00007913_t1_crop0,training_ADE_train_00007913,training_ADE_train_00007913_t1,2,104,104,208,208,rough weathered stone with visible cracks,dense green grass with scattered shadows,169.png,169.png,169.png,1.0,0.0,0.0
170,training,training_ADE_train_00007913_t1_crop1,training_ADE_train_00007913,training_ADE_train_00007913_t1,2,256,193,512,386,rough weathered stone with visible cracks,dense green grass with scattered shadows,170.png,170.png,170.png,1.0,0.0,0.0
171,training,training_ADE_train_00007913_t1_crop2,training_ADE_train_00007913,training_ADE_train_00007913_t1,2,171,160,342,320,rough weathered stone with visible cracks,dense green grass with scattered shadows,171.png,171.png,171.png,1.0,0.0,0.0
172,training,training_ADE_train_00007913_t2_crop0,training_ADE_train_00007913,training_ADE_train_00007913_t2,2,256,120,512,240,rough weathered stone with visible cracks,calm green water with floating lily pads,172.png,172.png,172.png,1.0,0.0,0.0
173,training,training_ADE_train_00007913_t2_crop1,training_ADE_train_00007913,training_ADE_train_00007913_t2,2,256,104,512,208,rough weathered stone with visible cracks,calm green water with floating lily pads,173.png,173.png,173.png,1.0,0.0,0.0
174,training,training_ADE_train_00007913_t2_crop2,training_ADE_train_00007913,training_ADE_train_00007913_t2,2,120,112,240,224,rough weathered stone with visible cracks,calm green water with floating lily pads,174.png,174.png,174.png,1.0,0.0,0.0
175,training,training_ADE_train_00007913_t2_crop3,training_ADE_train_00007913,training_ADE_train_00007913_t2,1,268,252,268,252,rough weathered stone with visible cracks,calm green water with floating lily pads,175.png,175.png,175.png,1.0,0.0,0.0
176,training,training_ADE_train_00007918_t2_crop0,training_ADE_train_00007918,training_ADE_train_00007918_t2,2,117,64,234,128,smooth wet sandy ground with ripples,light gray gravel with rounded pebbles,176.png,176.png,176.png,1.0,0.0,0.0
177,training,training_ADE_train_00007944_t0_crop0,training_ADE_train_00007944,training_ADE_train_00007944_t0,2,256,150,512,300,dense green grass with scattered shadows,smooth wet sandy ground with ripples,177.png,177.png,177.png,1.0,0.0,0.0
178,training,training_ADE_train_00007944_t1_crop0,training_ADE_train_00007944,training_ADE_train_00007944_t1,2,256,87,512,174,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,178.png,178.png,178.png,1.0,0.0,0.0
179,training,training_ADE_train_00007945_t0_crop0,training_ADE_train_00007945,training_ADE_train_00007945_t0,1,218,242,218,242,rough vertical cliff face with deep cracks,smooth turquoise water with gentle ripples,179.png,179.png,179.png,0.9790734703161725,0.0,0.02092652968382743
